So tin chi,Ty le thuc hanh,Ky thuat,Phan tich,Thiet ke,Ky nang nhom,Diem chuyen can,Diem tong ket,Chuyen nganh
3,58,A,D,D,D,8,7.0,CNPM
2,31,C,A,B,D,9,7.5,HTTT
1,72,A,B,D,A,10,4.5,CNPM
3,56,A,B,B,D,6,9.5,HTTT
2,45,B,B,C,B,10,10.0,CNPM
3,52,B,A,C,B,8,8.0,CNPM
2,40,C,B,C,A,5,7.5,HTTT
2,52,A,A,C,A,10,7.5,CNPM
3,74,A,B,D,D,9,10.0,CNPM
3,45,B,C,B,B,5,10.0,HTTT
4,12,A,B,C,B,9,4.0,HTTT
2,75,A,D,D,C,10,9.0,CNPM
2,41,A,D,C,A,10,5.5,CNPM
3,50,A,C,C,A,10,10.0,CNPM
3,60,A,C,B,C,10,10.0,CNPM
4,47,B,B,D,A,8,7.0,CNPM
4,49,B,B,B,B,8,6.5,CNPM
3,91,A,C,D,A,9,7.5,CNPM
3,58,B,B,D,B,9,9.0,CNPM
4,21,A,C,D,D,10,5.0,HTTT
2,45,A,C,D,D,7,10.0,HTTT
3,42,A,B,D,D,7,7.5,HTTT
2,57,A,D,C,B,10,4.0,CNPM
4,49,B,B,B,D,10,8.5,CNPM
2,89,A,A,D,C,9,8.5,CNPM
3,46,B,D,C,D,10,7.5,CNPM
4,40,B,D,D,D,6,5.0,CNPM
4,44,A,C,C,D,7,10.0,HTTT
3,53,C,A,D,D,5,8.0,HTTT
2,44,C,A,D,A,10,10.0,CNPM
2,60,B,C,B,B,9,6.5,CNPM
3,88,B,B,D,C,10,7.5,CNPM
4,58,B,B,C,B,10,8.5,CNPM
3,59,A,C,C,D,10,5.0,CNPM
3,70,C,B,C,B,7,4.5,HTTT
4,37,B,A,D,D,10,5.5,HTTT
3,17,A,C,C,C,7,9.5,HTTT
1,81,B,A,C,A,7,5.0,CNPM
2,57,B,A,D,C,9,7.5,CNPM
2,59,B,D,C,D,9,8.5,CNPM
4,83,C,A,C,A,9,8.5,CNPM
3,8,A,B,D,D,10,9.0,HTTT
2,40,A,D,D,A,10,7.5,CNPM
3,19,A,B,D,B,10,5.0,HTTT
4,2,D,A,D,C,6,8.0,HTTT
1,45,A,C,D,B,9,7.5,CNPM
4,53,A,D,D,D,9,7.5,CNPM
3,46,A,D,C,D,8,10.0,CNPM
4,54,B,C,C,A,7,5.0,CNPM
3,24,B,B,B,B,8,8.0,HTTT
2,48,B,B,B,D,9,10.0,CNPM
2,75,A,A,D,D,10,8.0,CNPM
2,51,A,D,C,A,6,7.0,HTTT
4,42,B,B,C,A,10,8.0,CNPM
2,78,A,C,B,D,10,8.5,CNPM
3,52,C,C,C,D,5,10.0,HTTT
3,94,A,A,C,B,8,6.5,CNPM
2,59,A,B,C,B,9,5.0,CNPM
4,18,A,D,C,A,10,7.0,HTTT
3,46,A,B,C,D,7,8.5,HTTT
1,33,A,C,C,D,9,4.0,HTTT
4,10,B,D,D,D,8,7.0,HTTT
3,40,A,D,D,D,10,8.5,CNPM
4,52,B,A,C,B,8,9.0,CNPM
2,44,B,B,C,C,10,9.5,CNPM
2,8,A,C,D,A,10,7.5,HTTT
4,55,B,C,D,A,9,8.0,CNPM
2,58,B,D,D,D,10,8.0,CNPM
3,53,A,D,D,C,8,4.5,CNPM
3,4,A,A,B,C,5,6.5,CNPM
4,3,A,B,C,C,5,7.0,HTTT
1,45,B,B,D,D,10,8.5,CNPM
2,56,B,D,C,A,10,6.0,CNPM
3,92,B,B,C,D,5,4.0,CNPM
2,29,B,C,B,B,9,7.0,HTTT
4,40,A,D,A,C,5,6.0,CNPM
2,61,A,B,B,C,10,4.0,CNPM
2,59,B,B,C,C,10,5.5,CNPM
2,41,D,D,C,A,10,6.0,CNPM
3,63,A,C,D,C,8,4.0,CNPM
4,22,A,B,B,D,10,10.0,HTTT
2,52,D,A,C,C,7,10.0,HTTT
2,9,A,B,D,C,10,8.5,HTTT
2,4,B,A,C,C,10,8.0,HTTT
4,60,D,C,C,C,5,9.0,HTTT
3,49,B,D,B,D,10,5.5,CNPM
3,86,A,A,A,D,8,4.5,CNPM
3,51,A,A,C,C,9,10.0,CNPM
2,21,A,A,C,A,10,6.0,HTTT
4,42,B,C,A,A,8,9.0,CNPM
4,57,A,A,C,C,7,9.0,HTTT
3,26,B,C,C,B,9,6.5,HTTT
3,74,A,C,B,B,8,5.0,CNPM
1,49,A,A,B,C,8,9.0,CNPM
4,54,A,C,A,B,6,7.5,HTTT
4,53,A,D,D,D,9,9.5,CNPM
3,41,B,B,C,A,9,9.0,CNPM
2,50,D,A,B,C,8,4.5,CNPM
3,92,C,B,D,B,10,7.5,CNPM
2,2,B,A,D,C,10,8.0,HTTT
2,81,A,A,C,D,10,6.0,CNPM
3,42,B,B,D,D,5,9.0,HTTT
1,55,A,B,D,B,10,4.0,CNPM
4,41,A,B,C,D,9,4.0,CNPM
3,42,A,A,B,A,10,6.5,CNPM
4,52,D,A,C,D,7,9.0,HTTT
3,32,C,B,C,B,6,8.0,HTTT
3,63,B,D,C,B,5,8.5,CNPM
3,23,C,B,C,A,10,9.5,HTTT
1,77,A,D,C,B,9,8.5,CNPM
4,54,A,D,D,C,10,6.0,CNPM
2,55,A,A,D,D,9,8.5,CNPM
3,40,B,B,D,A,8,7.0,CNPM
4,73,A,A,C,C,6,9.5,CNPM
3,88,A,D,D,D,8,7.5,CNPM
3,71,A,D,C,D,10,4.5,CNPM
3,28,B,C,B,B,7,4.0,CNPM
3,91,B,D,D,B,5,8.0,CNPM
2,33,B,C,D,B,6,7.5,HTTT
4,42,A,B,C,C,10,10.0,CNPM
3,60,D,D,C,C,7,7.0,HTTT
4,45,D,A,B,D,10,9.5,CNPM
2,50,A,D,D,A,10,4.5,CNPM
2,40,B,D,C,C,10,7.5,CNPM
3,57,B,D,D,C,9,5.5,CNPM
3,75,C,D,C,C,8,9.0,CNPM
3,45,A,C,C,B,10,5.0,CNPM
1,45,A,A,C,A,10,6.5,CNPM
3,57,C,A,D,B,10,4.0,CNPM
2,49,D,D,D,A,10,6.0,CNPM
4,97,B,D,D,A,10,7.5,CNPM
3,66,A,D,C,B,6,5.5,CNPM
3,47,A,A,C,C,10,7.5,CNPM
4,58,B,B,D,D,8,7.5,CNPM
3,47,B,A,D,B,10,8.5,CNPM
4,41,A,A,C,C,9,8.0,CNPM
4,50,A,A,A,D,8,9.0,CNPM
2,80,B,D,C,B,8,8.0,CNPM
4,58,B,B,D,C,10,8.0,CNPM
3,61,B,C,D,D,6,9.0,CNPM
2,36,A,B,C,C,5,9.5,HTTT
2,53,C,A,B,C,10,4.0,CNPM
3,52,A,C,C,C,9,6.0,CNPM
4,56,B,C,C,D,9,6.0,CNPM
2,59,A,C,D,A,7,8.0,HTTT
2,28,A,A,B,B,9,9.5,HTTT
2,42,D,A,D,C,5,7.5,HTTT
3,51,B,B,D,D,10,7.5,CNPM
4,37,B,D,D,D,6,4.5,CNPM
3,40,A,C,C,A,10,5.0,CNPM
3,59,A,A,D,D,9,7.5,CNPM
3,75,A,A,C,D,8,7.5,CNPM
3,47,C,D,C,D,10,9.5,CNPM
4,4,A,A,C,C,9,7.5,HTTT
1,45,B,C,C,B,9,9.5,CNPM
2,36,A,B,C,C,10,8.0,HTTT
3,41,C,D,C,A,10,5.0,CNPM
2,81,B,A,C,A,10,5.5,CNPM
3,99,A,B,D,D,7,7.5,CNPM
2,87,A,A,C,A,6,10.0,CNPM
3,51,A,A,B,D,8,9.0,CNPM
2,8,A,D,D,A,7,7.5,HTTT
4,49,A,A,C,B,7,5.0,CNPM
1,88,B,C,C,A,8,8.5,CNPM
4,42,B,A,B,B,7,6.0,CNPM
3,58,A,D,D,C,10,9.5,CNPM
2,49,A,A,C,D,5,6.5,CNPM
2,60,B,B,C,B,9,10.0,CNPM
2,53,D,C,B,B,10,8.5,CNPM
4,38,C,C,C,B,10,7.5,HTTT
3,56,B,D,B,D,6,6.5,CNPM
2,64,A,C,C,A,10,8.0,CNPM
2,61,B,C,C,D,5,8.5,CNPM
4,49,B,D,C,B,10,7.0,CNPM
2,55,B,D,D,B,9,4.0,CNPM
1,18,B,D,D,B,10,7.5,HTTT
2,43,D,B,D,C,9,7.0,CNPM
4,45,B,C,C,D,8,7.5,CNPM
3,42,B,D,B,D,10,9.0,CNPM
3,52,B,A,A,C,10,4.5,CNPM
2,77,B,D,C,D,7,7.5,CNPM
3,38,B,D,D,B,5,8.0,HTTT
3,51,D,D,C,C,6,5.5,HTTT
3,56,A,D,B,A,10,9.5,CNPM
3,77,B,A,D,B,9,7.5,CNPM
4,21,B,B,B,C,10,8.5,HTTT
4,50,A,B,D,A,8,8.0,CNPM
2,58,B,A,A,D,8,7.0,CNPM
3,46,D,D,D,A,6,6.0,HTTT
2,51,A,D,D,B,6,9.0,HTTT
3,30,B,C,C,C,10,5.5,HTTT
4,71,A,A,D,D,7,7.5,CNPM
3,47,C,B,D,A,6,8.0,HTTT
2,16,D,B,C,A,5,9.0,HTTT
3,55,A,A,D,A,8,6.5,CNPM
3,51,A,A,B,B,7,5.5,CNPM
4,17,A,D,C,D,10,9.0,HTTT
4,51,C,C,B,D,10,5.5,CNPM
4,39,B,D,B,C,10,7.0,HTTT
2,10,A,C,C,D,6,4.0,CNPM
3,54,B,A,C,A,5,7.0,HTTT
3,3,D,B,D,C,5,7.5,HTTT
3,67,A,D,D,B,9,9.0,CNPM
4,99,B,A,D,A,9,7.0,CNPM
2,54,B,A,D,C,10,8.5,CNPM
4,9,B,A,C,D,9,7.0,HTTT
4,43,A,C,D,B,5,5.0,CNPM
4,49,A,B,C,A,7,10.0,HTTT
2,49,A,B,C,C,8,5.5,CNPM
3,51,A,D,C,D,5,9.5,HTTT
4,56,A,D,D,D,10,8.0,CNPM
2,13,A,A,C,B,10,7.0,HTTT
3,53,C,C,D,A,10,9.5,CNPM
2,41,C,A,C,B,8,9.0,CNPM
4,51,B,D,D,B,10,7.0,CNPM
3,80,A,B,C,C,9,9.0,CNPM
4,57,B,B,A,D,10,8.5,CNPM
2,60,A,C,A,C,10,9.5,CNPM
4,40,A,B,C,B,9,6.0,CNPM
3,41,C,C,C,B,10,9.5,CNPM
2,58,C,C,C,D,9,9.0,CNPM
2,81,A,B,D,A,8,6.0,CNPM
3,90,A,A,C,D,6,7.5,CNPM
2,17,A,A,B,C,5,8.5,HTTT
3,44,B,B,D,C,8,7.0,CNPM
2,58,B,D,D,B,9,7.5,CNPM
2,63,A,C,B,A,10,9.5,CNPM
3,41,B,B,D,D,9,6.5,CNPM
4,52,B,B,D,A,8,10.0,CNPM
3,39,B,C,D,C,5,8.5,HTTT
3,59,B,A,D,C,10,9.5,CNPM
3,59,B,A,C,A,9,8.0,CNPM
3,51,D,B,D,C,8,7.0,CNPM
2,73,B,D,D,A,10,7.0,CNPM
4,14,A,D,C,C,8,7.5,HTTT
4,19,B,C,D,C,6,8.0,HTTT
3,50,B,D,C,C,10,7.5,CNPM
3,57,A,A,B,A,8,7.0,CNPM
3,36,A,D,D,B,7,4.0,CNPM
3,59,D,C,C,C,10,6.0,CNPM
2,56,C,D,D,A,8,8.5,CNPM
4,57,C,A,C,B,8,8.0,CNPM
4,47,A,B,C,D,9,5.0,CNPM
4,61,A,D,C,C,7,7.5,CNPM
1,57,D,D,C,B,10,8.5,CNPM
2,53,B,A,B,B,6,10.0,HTTT
3,56,A,A,D,A,10,8.5,CNPM
2,49,B,A,C,B,10,7.5,CNPM
4,44,A,D,D,B,10,9.0,CNPM
1,21,B,B,C,B,9,8.0,HTTT
3,40,C,D,D,D,10,9.5,CNPM
3,22,B,D,B,D,7,8.5,HTTT
4,70,B,A,C,C,10,7.0,CNPM
4,74,A,A,C,D,10,8.0,CNPM
1,20,B,B,D,D,5,6.0,CNPM
4,75,B,A,D,C,9,8.0,CNPM
2,41,B,B,D,B,5,4.5,CNPM
1,56,D,C,B,C,10,6.5,CNPM
4,45,B,B,C,D,6,8.5,HTTT
4,14,A,B,C,A,5,10.0,HTTT
3,70,B,C,C,A,9,7.0,CNPM
4,98,A,C,D,D,10,8.0,CNPM
3,34,B,A,D,B,10,9.5,HTTT
2,47,B,D,D,A,10,7.0,CNPM
2,59,A,A,D,C,9,10.0,CNPM
4,40,A,A,A,A,5,8.5,HTTT
2,53,B,A,C,A,5,8.0,HTTT
2,59,B,B,C,A,10,9.0,CNPM
3,40,A,B,C,A,7,6.5,CNPM
2,60,B,B,C,B,10,8.0,CNPM
3,43,C,D,C,A,7,7.5,HTTT
2,98,D,C,D,A,5,4.0,HTTT
4,50,B,A,B,C,7,7.0,HTTT
3,54,A,C,C,D,8,7.5,CNPM
2,8,B,B,B,B,6,8.5,HTTT
1,54,A,A,C,C,10,4.5,CNPM
2,59,B,A,B,B,6,9.0,HTTT
4,57,A,A,A,C,6,7.5,HTTT
4,60,A,D,C,A,8,7.5,CNPM
2,88,A,A,D,C,6,5.0,CNPM
3,53,B,C,D,D,9,8.5,CNPM
1,53,D,C,C,B,10,9.0,CNPM
4,75,B,D,D,A,6,9.0,CNPM
2,45,A,B,D,B,8,7.0,CNPM
3,53,A,C,D,B,9,9.0,CNPM
2,45,B,A,C,B,6,7.0,HTTT
4,59,B,B,C,B,5,8.5,HTTT
3,58,D,A,C,A,7,9.0,HTTT
2,40,B,A,D,D,10,8.5,CNPM
2,50,B,A,D,C,5,9.5,HTTT
4,47,A,D,A,B,7,6.0,CNPM
2,49,C,A,B,C,6,5.5,HTTT
3,55,D,C,C,A,10,10.0,CNPM
2,40,A,C,C,B,8,9.0,CNPM
3,50,A,B,C,A,8,9.5,CNPM
2,87,A,A,B,C,8,7.5,CNPM
3,13,B,D,C,B,10,10.0,HTTT
3,8,D,C,C,A,10,9.5,HTTT
4,89,B,C,C,D,9,9.5,CNPM
2,59,A,A,C,A,10,9.5,CNPM
2,94,A,A,B,D,10,5.5,CNPM
2,18,A,C,C,D,8,8.0,HTTT
4,46,D,A,D,A,7,6.5,HTTT
2,60,B,C,C,C,5,10.0,HTTT
4,44,A,C,A,A,9,9.5,CNPM
1,52,B,A,B,D,10,8.0,CNPM
2,51,A,C,A,A,10,4.0,CNPM
3,47,A,B,B,D,8,8.0,CNPM
4,47,C,C,C,B,10,8.5,CNPM
2,52,B,C,C,C,7,9.0,HTTT
1,16,B,A,D,C,10,7.0,HTTT
3,4,A,B,D,A,8,8.5,HTTT
4,81,B,A,C,A,6,4.5,CNPM
3,56,A,C,D,D,6,8.5,HTTT
3,50,C,B,D,D,8,6.5,CNPM
2,45,B,C,D,D,5,7.0,HTTT
4,50,D,B,C,A,8,10.0,CNPM
1,46,B,A,A,D,6,5.5,CNPM
2,43,A,D,D,B,10,4.5,CNPM
4,32,B,A,B,D,10,4.5,HTTT
3,58,B,B,C,A,5,6.0,CNPM
3,60,B,B,C,B,10,6.5,CNPM
3,48,A,B,D,B,5,5.0,CNPM
4,73,A,D,D,C,9,7.0,CNPM
4,71,B,B,B,C,10,7.0,CNPM
3,70,B,C,D,B,5,9.5,CNPM
3,54,B,C,C,D,10,9.0,CNPM
3,22,D,B,C,C,6,8.0,HTTT
4,14,B,B,C,A,10,7.5,HTTT
3,1,B,C,B,A,10,8.0,HTTT
3,34,A,C,C,B,7,8.5,HTTT
2,55,D,C,D,B,9,9.0,CNPM
2,57,C,C,C,D,8,9.5,CNPM
4,55,A,D,C,D,8,9.0,CNPM
1,40,A,B,C,C,10,7.0,CNPM
3,41,C,B,B,B,9,8.0,CNPM
4,77,B,C,D,D,6,10.0,CNPM
4,49,A,C,A,A,6,8.5,HTTT
4,56,D,B,B,C,7,9.5,HTTT
2,43,B,A,C,D,6,10.0,HTTT
3,36,B,B,C,D,10,9.5,HTTT
2,46,A,A,B,B,10,4.0,CNPM
2,91,A,C,C,A,9,6.5,CNPM
4,41,D,C,D,D,7,7.5,HTTT
3,55,A,A,C,D,10,7.0,CNPM
3,41,B,A,B,B,8,10.0,CNPM
3,42,A,C,C,C,10,10.0,CNPM
3,49,B,A,C,A,5,5.5,CNPM
3,45,B,A,C,D,9,6.0,CNPM
2,58,A,B,C,A,8,8.0,CNPM
2,17,B,D,C,A,10,5.0,HTTT
2,77,A,D,D,C,10,9.0,CNPM
3,59,A,A,A,B,10,7.0,CNPM
2,47,A,C,C,A,10,9.5,CNPM
2,52,B,A,C,A,5,8.5,HTTT
1,3,B,C,C,D,9,10.0,HTTT
3,18,C,C,C,D,6,5.0,HTTT
2,41,D,B,D,A,8,8.0,CNPM
3,81,A,D,C,C,8,7.0,CNPM
2,64,C,B,D,A,8,5.0,CNPM
3,9,A,B,C,D,10,4.5,HTTT
3,55,A,B,C,B,9,8.0,CNPM
4,57,A,C,D,C,10,5.5,CNPM
3,41,B,C,C,D,8,4.0,CNPM
2,47,B,C,D,C,10,5.5,CNPM
4,4,B,B,B,B,7,9.0,HTTT
1,52,A,B,A,B,10,5.0,CNPM
4,57,A,C,D,D,10,6.5,CNPM
2,21,C,D,D,A,8,4.5,HTTT
2,55,B,D,C,B,9,5.0,CNPM
4,53,B,A,C,D,10,8.0,CNPM
3,43,A,A,C,A,10,4.5,CNPM
3,55,A,D,C,A,7,9.0,HTTT
3,6,C,D,D,A,6,7.0,HTTT
4,67,B,A,D,C,7,4.0,CNPM
2,95,A,B,C,C,9,6.5,CNPM
4,24,B,A,D,D,5,10.0,HTTT
4,42,A,A,C,C,7,9.0,HTTT
2,48,C,C,C,C,10,7.0,CNPM
2,16,C,D,C,A,6,10.0,HTTT
4,32,A,B,A,D,6,5.5,CNPM
4,69,B,A,C,D,8,9.5,CNPM
3,6,A,D,B,B,8,8.0,HTTT
3,44,B,D,C,B,10,6.5,CNPM
2,52,C,C,C,A,10,8.5,CNPM
2,8,B,D,C,C,10,4.0,HTTT
2,43,A,A,D,D,8,4.5,CNPM
1,72,B,A,D,A,6,4.5,CNPM
3,16,B,D,D,A,10,10.0,HTTT
2,40,C,B,A,D,8,8.5,CNPM
2,36,A,B,A,D,10,7.0,HTTT
1,45,D,D,B,A,10,5.5,CNPM
4,53,B,B,C,B,8,8.5,CNPM
3,58,B,C,C,C,6,7.0,HTTT
3,58,A,C,C,A,10,8.0,CNPM
4,42,A,C,D,D,10,4.0,CNPM
4,57,B,D,A,B,8,10.0,CNPM
4,58,B,C,B,C,6,10.0,HTTT
4,7,D,D,D,C,5,6.0,HTTT
2,55,B,A,D,B,10,8.0,CNPM
4,8,A,A,D,A,8,7.5,HTTT
1,58,B,B,C,B,10,10.0,CNPM
2,45,A,C,D,C,9,10.0,CNPM
4,57,B,B,C,B,5,8.0,HTTT
3,34,B,A,D,A,10,9.5,HTTT
4,28,A,D,D,D,10,10.0,HTTT
2,36,C,D,C,D,5,7.5,HTTT
2,23,D,D,B,D,5,10.0,HTTT
3,59,D,B,D,D,10,4.0,CNPM
3,60,D,A,B,B,10,8.0,CNPM
3,75,B,A,D,C,8,4.0,CNPM
2,91,A,A,D,C,10,5.5,CNPM
2,54,A,D,C,D,9,5.0,CNPM
3,54,A,A,D,A,8,9.5,CNPM
3,47,B,C,B,A,10,9.5,CNPM
3,43,B,D,C,A,10,10.0,CNPM
3,99,A,D,D,C,9,6.0,CNPM
2,32,A,C,B,D,10,7.5,HTTT
3,56,B,C,C,A,6,9.5,HTTT
2,45,B,C,C,D,8,10.0,CNPM
2,57,C,D,D,B,9,10.0,CNPM
2,47,B,B,D,D,7,9.0,HTTT
2,3,B,A,C,B,9,7.0,HTTT
3,46,A,A,B,A,10,9.5,CNPM
4,40,C,C,C,C,10,4.5,CNPM
1,43,B,A,C,D,8,9.0,CNPM
3,87,D,D,B,B,10,10.0,CNPM
2,51,B,D,D,A,10,7.0,CNPM
2,44,A,D,D,C,10,9.0,CNPM
4,49,B,D,C,C,9,7.5,CNPM
2,49,C,D,D,B,8,9.0,CNPM
2,4,A,B,D,D,5,10.0,HTTT
2,40,B,D,C,B,9,10.0,CNPM
2,19,B,D,D,C,10,7.0,HTTT
4,45,A,C,D,D,6,10.0,HTTT
2,54,B,A,D,B,10,7.5,CNPM
2,49,B,D,D,C,5,5.0,CNPM
4,58,D,D,C,A,7,6.0,HTTT
3,34,A,D,C,C,7,9.5,HTTT
2,41,C,B,B,A,5,8.0,HTTT
3,56,B,B,C,D,10,8.5,CNPM
2,59,A,B,D,D,10,7.5,CNPM
2,68,A,B,D,C,10,8.0,CNPM
2,60,C,D,D,B,9,6.5,CNPM
4,45,A,C,B,A,10,9.0,CNPM
3,40,A,C,D,A,9,6.0,CNPM
2,43,C,D,C,B,8,7.5,CNPM
2,48,B,B,A,D,6,6.0,CNPM
3,15,B,C,D,B,8,7.0,HTTT
3,58,B,A,A,B,9,10.0,CNPM
2,27,A,D,D,C,10,9.0,HTTT
3,51,C,A,C,D,7,10.0,HTTT
3,4,B,D,D,B,8,6.0,HTTT
2,39,A,B,C,D,9,5.5,HTTT
2,53,B,A,D,D,9,10.0,CNPM
2,64,B,A,C,D,7,6.5,CNPM
4,42,A,B,D,D,7,8.0,HTTT
4,20,A,D,D,C,9,7.5,HTTT
3,36,B,C,C,D,10,7.0,HTTT
2,43,B,B,C,C,10,6.5,CNPM
4,49,A,C,B,B,6,7.5,HTTT
3,44,A,C,C,D,8,7.0,CNPM
3,47,A,B,B,D,10,5.0,CNPM
2,59,B,A,D,D,10,9.0,CNPM
4,57,B,D,D,B,8,8.5,CNPM
4,13,B,D,C,C,5,9.0,HTTT
2,48,B,D,D,C,10,8.0,CNPM
2,50,A,D,D,A,8,10.0,CNPM
4,20,C,B,C,C,5,5.0,HTTT
2,49,B,D,C,D,10,10.0,CNPM
1,71,B,B,D,A,10,4.5,CNPM
1,82,A,A,B,B,9,9.5,CNPM
4,45,A,D,B,A,10,8.5,CNPM
3,72,A,C,C,C,8,5.5,CNPM
2,44,D,A,C,B,5,4.5,HTTT
3,47,A,B,C,C,6,9.5,HTTT
3,14,B,A,B,A,8,5.5,HTTT
4,47,B,A,B,D,6,7.0,HTTT
4,60,B,C,C,A,8,8.0,CNPM
3,15,A,D,C,B,10,5.0,HTTT
2,50,B,D,D,C,10,10.0,CNPM
2,25,A,A,C,D,9,8.0,HTTT
4,50,A,C,B,B,10,4.5,CNPM
4,34,B,C,D,B,10,8.0,HTTT
3,2,D,B,D,C,6,5.5,HTTT
2,1,D,A,C,D,5,7.5,HTTT
2,46,B,D,C,B,9,6.0,CNPM
2,7,A,C,D,A,10,10.0,HTTT
3,56,B,C,A,A,7,5.0,CNPM
1,46,A,B,C,A,8,10.0,CNPM
3,47,A,C,D,C,10,5.0,CNPM
2,8,D,C,D,C,9,8.5,HTTT
3,11,B,C,D,D,8,4.0,HTTT
3,50,D,B,D,D,10,8.0,CNPM
3,24,B,B,D,B,8,5.5,HTTT
2,18,B,B,C,D,7,4.0,CNPM
2,53,B,C,D,A,10,9.5,CNPM
3,26,A,A,B,C,8,7.5,HTTT
3,60,A,B,C,D,10,5.5,CNPM
3,51,D,B,C,D,5,8.0,HTTT
3,52,A,A,C,D,10,6.5,CNPM
3,54,B,C,A,A,6,8.0,HTTT
1,40,B,A,C,A,8,7.5,CNPM
4,31,C,C,D,D,6,8.0,HTTT
4,51,A,D,D,D,10,4.0,CNPM
3,24,A,B,C,B,7,7.0,HTTT
3,46,D,C,D,A,7,5.5,HTTT
2,60,B,C,C,B,9,9.0,CNPM
2,54,B,A,C,C,10,6.0,CNPM
2,47,B,B,C,C,10,8.0,CNPM
4,42,A,A,D,C,9,10.0,CNPM
4,21,D,C,B,B,8,8.5,HTTT
2,76,A,A,D,B,5,5.5,CNPM
4,62,B,C,C,A,10,7.0,CNPM
2,48,B,B,B,D,6,8.5,HTTT
4,89,A,C,C,B,8,4.0,CNPM
4,58,B,C,D,D,9,5.5,CNPM
3,46,A,A,C,B,9,8.5,CNPM
3,24,A,B,D,A,6,10.0,HTTT
3,31,B,C,C,B,6,4.0,CNPM
4,51,A,B,B,B,10,10.0,CNPM
3,51,B,C,B,C,8,9.5,CNPM
2,55,A,A,C,D,10,6.5,CNPM
2,32,B,B,B,A,6,9.5,HTTT
3,44,A,D,D,A,7,9.0,HTTT
4,44,B,A,D,D,10,9.0,CNPM
4,20,B,A,C,D,5,7.0,HTTT
2,69,A,A,C,D,7,9.5,CNPM
3,79,A,B,C,B,7,9.0,CNPM
2,78,A,B,B,A,6,7.0,CNPM
4,43,B,A,A,D,5,7.0,HTTT
3,86,A,B,C,D,10,6.5,CNPM
1,40,D,D,C,D,10,10.0,CNPM
3,59,B,C,C,C,10,10.0,CNPM
2,16,D,A,D,D,5,8.5,HTTT
2,48,A,A,C,A,10,5.5,CNPM
2,74,A,B,C,A,9,8.5,CNPM
3,31,A,D,D,D,10,4.0,HTTT
3,90,A,C,B,D,8,9.5,CNPM
3,58,B,D,C,C,8,9.0,CNPM
2,11,C,D,A,A,8,7.5,HTTT
4,79,A,B,D,D,8,9.0,CNPM
3,74,B,A,D,C,10,4.5,CNPM
4,14,C,D,D,C,9,9.5,HTTT
4,44,B,D,C,A,6,4.5,CNPM
2,26,B,B,D,A,5,8.5,HTTT
4,68,D,A,C,D,10,5.5,CNPM
4,60,B,B,A,D,6,7.0,HTTT
2,45,B,C,D,A,6,9.0,HTTT
3,45,B,A,D,B,9,9.5,CNPM
2,46,B,A,C,A,10,9.0,CNPM
1,52,C,D,D,A,8,6.5,CNPM
2,29,B,D,D,C,10,7.0,HTTT
3,55,A,B,D,A,9,5.5,CNPM
3,58,A,A,D,C,9,9.0,CNPM
4,49,A,C,D,C,9,8.0,CNPM
4,63,A,C,D,A,8,10.0,CNPM
3,58,B,D,C,C,7,5.5,CNPM
2,67,B,C,C,A,8,7.0,CNPM
3,55,A,D,C,A,9,7.5,CNPM
3,47,A,B,B,C,8,7.5,CNPM
3,52,B,A,C,C,6,10.0,HTTT
2,60,B,A,C,C,10,10.0,CNPM
3,11,A,D,C,D,9,10.0,HTTT
4,1,A,D,B,A,5,8.0,HTTT
2,37,B,A,B,C,10,5.5,HTTT
4,17,A,B,D,C,10,9.5,HTTT
2,40,C,D,C,D,8,9.5,CNPM
4,50,A,A,D,C,6,9.5,HTTT
2,30,A,C,D,A,10,7.5,HTTT
2,17,D,A,B,C,5,7.0,HTTT
3,40,B,D,B,D,10,5.0,CNPM
3,62,A,A,A,C,7,6.5,CNPM
3,68,A,C,A,A,10,6.5,CNPM
2,22,A,A,D,C,6,8.5,HTTT
2,47,A,C,C,C,10,7.5,CNPM
3,47,B,B,C,C,8,9.5,CNPM
2,53,D,A,D,A,10,6.0,CNPM
2,57,B,B,C,C,10,6.5,CNPM
3,60,B,B,B,D,9,9.5,CNPM
2,56,B,A,C,D,9,5.0,CNPM
2,44,D,B,C,A,10,9.5,CNPM
2,60,D,A,D,B,10,8.5,CNPM
2,59,A,D,B,D,10,4.0,CNPM
3,25,A,A,C,D,10,10.0,HTTT
3,85,A,A,D,C,7,5.0,CNPM
4,40,B,B,D,C,7,10.0,HTTT
3,52,A,B,C,A,10,6.5,CNPM
4,55,A,D,D,D,10,8.5,CNPM
1,83,C,D,D,B,6,7.0,CNPM
4,50,A,A,D,B,10,8.0,CNPM
2,43,D,C,C,C,8,7.0,CNPM
2,99,D,B,D,B,8,9.5,CNPM
3,51,D,A,B,D,10,8.0,CNPM
4,41,D,D,D,C,7,5.5,HTTT
2,44,D,A,B,A,10,7.0,CNPM
2,53,B,A,D,D,6,8.0,HTTT
3,58,B,C,D,A,10,9.0,CNPM
2,68,A,D,B,A,10,8.5,CNPM
4,21,A,B,D,A,5,9.5,HTTT
4,54,D,A,C,D,10,8.5,CNPM
2,59,A,C,D,A,6,9.0,HTTT
2,79,A,C,D,A,6,4.5,CNPM
2,53,A,D,C,A,5,6.0,CNPM
3,49,A,B,D,C,9,5.5,CNPM
